protein_accession	foldseek_rank	query	target	evalue	bits	prob	alnlen	pident	lddt	alntmscore	qtmscore	ttmscore	taxid	taxname
YP_010658685.1	20	YP_010658685.1	3n4q-assembly1_A	3.188E-05	151	1.000	219	10.500	4.718E-01	6.321E-01	2.531E-01	5.539E-01	10363	Human herpesvirus 5 strain Towne
YP_009043771.1	1	YP_009043771.1	7uxe-assembly1_A	4.532E-01	54	0.601	113	19.400	5.427E-01	3.356E-01	1.477E-01	2.873E-01	2034346	Pseudomonas phage vB_PaeM_E217
YP_009043771.1	2	YP_009043771.1	5h1n-assembly1_B	3.576E+00	50	0.473	72	19.400	6.180E-01	5.353E-01	1.588E-01	4.988E-01	623	Shigella flexneri
YP_009043771.1	3	YP_009043771.1	8g7s-assembly1_n	9.314E+00	50	0.473	39	25.600	7.177E-01	7.591E-01	1.523E-01	3.253E-01	562	Escherichia coli
YP_009043771.1	4	YP_009043771.1	7nww-assembly1_r	9.314E+00	49	0.442	44	25.000	7.316E-01	7.109E-01	1.578E-01	3.305E-01	562	Escherichia coli
YP_009043771.1	5	YP_009043771.1	8rdv-assembly1_HK	8.856E+00	47	0.382	46	19.500	6.770E-01	7.140E-01	1.463E-01	3.177E-01	45610	Psychrobacter urativorans
YP_009043771.1	6	YP_009043771.1	3tuf-assembly1_A	8.007E+00	46	0.353	57	19.200	6.720E-01	6.418E-01	1.834E-01	3.414E-01	1423	Bacillus subtilis
YP_009043771.1	7	YP_009043771.1	7egm-assembly1_A	7.240E+00	41	0.233	94	10.600	6.733E-01	4.761E-01	1.752E-01	3.488E-01	559292	Saccharomyces cerevisiae S288C
YP_009043771.1	8	YP_009043771.1	3dd7-assembly1_A	2.780E+00	34	0.126	129	13.900	4.074E-01	3.381E-01	2.100E-01	3.183E-01	10678	Punavirus P1
YP_009043771.1	9	YP_009043771.1	7zcg-assembly1_B	1.766E+00	33	0.116	179	16.700	4.743E-01	2.383E-01	1.735E-01	2.359E-01	9606	Homo sapiens
YP_009043771.1	10	YP_009043771.1	4mc0-assembly1_A	1.241E+00	32	0.106	190	14.200	4.046E-01	2.247E-01	1.749E-01	1.516E-01	452652	Kitasatospora setae KM-6054
YP_009043771.1	11	YP_009043771.1	3k33-assembly1_A-2	3.761E+00	31	0.098	127	14.100	4.043E-01	3.377E-01	2.110E-01	3.185E-01	10678	Punavirus P1
YP_009043771.1	12	YP_009043771.1	4diu-assembly1_A	8.856E+00	31	0.098	53	11.300	4.532E-01	4.694E-01	1.279E-01	1.204E-01	32630	synthetic construct
YP_009043771.1	13	YP_009043771.1	3n24-assembly4_H	9.314E+00	30	0.090	100	11.000	6.170E-01	3.271E-01	1.463E-01	2.595E-01	208964	Pseudomonas aeruginosa PAO1
YP_009043771.1	14	YP_009043771.1	3djb-assembly1_B	5.627E+00	29	0.082	215	13.000	4.487E-01	3.261E-01	2.812E-01	3.245E-01	180856	[Bacillus thuringiensis] serovar konkukian
YP_009043771.1	15	YP_009043771.1	3dd7-assembly2_C	5.627E+00	29	0.082	127	14.100	4.086E-01	3.432E-01	2.111E-01	3.239E-01	10678	Punavirus P1
YP_009043771.1	16	YP_009043771.1	4mc0-assembly2_B	2.272E+00	28	0.076	191	13.600	4.025E-01	2.182E-01	1.726E-01	1.487E-01	452652	Kitasatospora setae KM-6054
YP_009043771.1	17	YP_009043771.1	6m7f-assembly2_C	2.513E+00	27	0.069	205	9.700	3.798E-01	2.262E-01	1.770E-01	1.537E-01	443255	Streptomyces clavuligerus
YP_009043771.1	18	YP_009043771.1	4znv-assembly1_A	6.224E+00	26	0.063	136	11.000	4.398E-01	2.763E-01	1.741E-01	1.692E-01	9606	Homo sapiens
YP_009043771.1	19	YP_009043771.1	6x94-assembly1_A	5.627E+00	26	0.063	125	14.400	4.152E-01	2.867E-01	1.545E-01	1.012E-01	192952	Methanosarcina mazei Go1
YP_009043771.1	20	YP_009043771.1	3qne-assembly1_A	4.159E+00	26	0.063	134	10.400	4.038E-01	2.375E-01	1.514E-01	9.679E-02	5476	Candida albicans
NP_690779.1	1	NP_690779.1	3hmb-assembly3_C	1.150E-26	997	1.000	154	81.800	8.824E-01	9.903E-01	5.052E-01	9.776E-01	1423	Bacillus subtilis
NP_690779.1	2	NP_690779.1	3rdr-assembly1_A	1.562E-26	991	1.000	153	81.600	8.820E-01	9.892E-01	5.015E-01	9.764E-01	1423	Bacillus subtilis
NP_690779.1	3	NP_690779.1	2l47-assembly1_A	5.681E-14	482	1.000	165	39.300	7.480E-01	8.956E-01	4.809E-01	8.542E-01	347962	Bacillus phage Gamma
NP_690779.1	4	NP_690779.1	2ar3-assembly1_C	4.489E-16	568	1.000	161	39.100	7.906E-01	9.133E-01	4.754E-01	8.909E-01	1392	Bacillus anthracis
NP_690779.1	5	NP_690779.1	1yb0-assembly1_B	2.654E-15	544	1.000	160	40.000	7.912E-01	9.147E-01	4.727E-01	8.759E-01	1392	Bacillus anthracis
NP_690779.1	6	NP_690779.1	8c4d-assembly1_A	3.296E-09	286	1.000	193	20.700	6.297E-01	7.736E-01	4.405E-01	6.956E-01	1352	Enterococcus faecium
NP_690779.1	7	NP_690779.1	4ivv-assembly1_A	3.151E-06	201	1.000	180	17.700	5.855E-01	7.755E-01	4.258E-01	6.988E-01	170187	Streptococcus pneumoniae TIGR4
NP_690779.1	8	NP_690779.1	4ols-assembly4_D	4.595E-08	258	1.000	193	20.200	6.318E-01	7.802E-01	4.234E-01	6.640E-01	760530	Staphylococcus phage G15
NP_690779.1	9	NP_690779.1	4knl-assembly2_B	4.321E-08	261	1.000	178	19.600	6.303E-01	7.963E-01	4.199E-01	6.006E-01	93061	Staphylococcus aureus subsp. aureus NCTC 8325
NP_690779.1	10	NP_690779.1	4x36-assembly1_A-2	5.815E-06	191	1.000	180	18.300	5.736E-01	7.657E-01	4.187E-01	3.967E-01	170187	Streptococcus pneumoniae TIGR4
NP_690779.1	11	NP_690779.1	5ctv-assembly1_A	1.141E-05	180	1.000	180	17.700	5.670E-01	7.423E-01	4.008E-01	6.532E-01	170187	Streptococcus pneumoniae TIGR4
NP_690779.1	12	NP_690779.1	6ssc-assembly1_A	1.083E-07	238	1.000	158	19.600	5.908E-01	7.694E-01	4.002E-01	7.557E-01	36845	Clostridium intestinale
NP_690779.1	13	NP_690779.1	2y28-assembly3_C	5.470E-06	173	1.000	177	20.900	5.188E-01	6.903E-01	3.796E-01	6.018E-01	546	Citrobacter freundii
NP_690779.1	14	NP_690779.1	7f5i-assembly1_A	5.330E-07	199	1.000	166	20.400	5.282E-01	7.020E-01	3.749E-01	6.815E-01	195102	Clostridium perfringens str. 13
NP_690779.1	15	NP_690779.1	3lat-assembly2_B	7.975E-08	251	1.000	151	20.500	6.159E-01	7.973E-01	3.748E-01	5.314E-01	1282	Staphylococcus epidermidis
NP_690779.1	16	NP_690779.1	5xz3-assembly4_D	1.407E-04	146	1.000	161	17.300	5.342E-01	7.177E-01	3.682E-01	6.224E-01	7460	Apis mellifera
NP_690779.1	17	NP_690779.1	3d2y-assembly1_A	6.345E-05	161	1.000	160	21.200	5.612E-01	7.414E-01	3.547E-01	4.091E-01	511145	Escherichia coli str. K-12 substr. MG1655
NP_690779.1	18	NP_690779.1	7nsx-assembly1_AAA	5.613E-05	154	1.000	164	17.000	5.413E-01	6.961E-01	3.505E-01	5.834E-01	7227	Drosophila melanogaster
NP_690779.1	19	NP_690779.1	6fhg-assembly1_B	3.234E-05	150	1.000	151	20.500	4.795E-01	6.953E-01	3.482E-01	6.287E-01	1542447	Thermus phage 2631
NP_690779.1	20	NP_690779.1	2eax-assembly1_B	2.936E-04	130	1.000	160	17.500	4.960E-01	6.772E-01	3.473E-01	5.890E-01	9606	Homo sapiens
YP_010840622.1	1	YP_010840622.1	4j1j-assembly1_D	1.586E-13	364	1.000	229	52.400	5.934E-01	5.354E-01	5.261E-01	5.316E-01	999729	Leanyer virus
YP_010840622.1	2	YP_010840622.1	4ijs-assembly1_A-4	1.524E-08	237	1.000	228	38.500	5.576E-01	5.339E-01	5.214E-01	5.233E-01	35304	Bunyamwera virus
YP_010840622.1	3	YP_010840622.1	3zla-assembly1_E	8.225E-08	221	1.000	227	38.700	5.513E-01	5.433E-01	5.206E-01	5.278E-01	35304	Bunyamwera virus
YP_010840622.1	4	YP_010840622.1	3zl9-assembly1_C	5.062E-14	373	1.000	228	61.400	5.889E-01	5.330E-01	5.187E-01	5.264E-01	1133363	Schmallenberg virus
YP_010840622.1	5	YP_010840622.1	3zl9-assembly1_A	2.239E-14	380	1.000	230	60.800	5.838E-01	5.341E-01	5.184E-01	5.306E-01	1133363	Schmallenberg virus
YP_010840622.1	6	YP_010840622.1	4jng-assembly1_D	7.953E-12	336	1.000	205	60.900	5.968E-01	5.760E-01	5.166E-01	5.352E-01	1133363	Schmallenberg virus
YP_010840622.1	7	YP_010840622.1	3zl9-assembly1_B	5.643E-14	374	1.000	228	60.900	5.907E-01	5.382E-01	5.157E-01	5.283E-01	1133363	Schmallenberg virus
YP_010840622.1	8	YP_010840622.1	7aoy-assembly1_B	4.056E-08	227	1.000	222	38.700	5.568E-01	5.353E-01	5.138E-01	5.221E-01	35304	Bunyamwera virus
YP_010840622.1	9	YP_010840622.1	4bgp-assembly1_A	1.206E-10	285	1.000	231	43.700	5.611E-01	5.273E-01	5.102E-01	5.175E-01	11577	La Crosse virus
YP_010840622.1	10	YP_010840622.1	4bhh-assembly1_B	1.967E-10	279	1.000	230	43.900	5.660E-01	5.203E-01	5.092E-01	5.139E-01	11577	La Crosse virus
YP_010840622.1	11	YP_010840622.1	3zla-assembly2_D	9.682E-08	221	1.000	216	38.800	5.602E-01	5.451E-01	5.087E-01	5.181E-01	35304	Bunyamwera virus
YP_010840622.1	12	YP_010840622.1	4bhh-assembly1_Z	5.836E-10	275	1.000	217	44.700	5.695E-01	5.447E-01	5.077E-01	5.259E-01	11577	La Crosse virus
YP_010840622.1	13	YP_010840622.1	3zl9-assembly1_D	2.008E-14	386	1.000	218	62.300	5.975E-01	5.346E-01	5.056E-01	5.230E-01	1133363	Schmallenberg virus
YP_010840622.1	14	YP_010840622.1	4idx-assembly3_A	8.397E-12	311	1.000	216	62.000	5.516E-01	5.347E-01	5.046E-01	5.302E-01	1133363	Schmallenberg virus
YP_010840622.1	15	YP_010840622.1	4idx-assembly2_B	3.518E-12	329	1.000	207	62.300	5.647E-01	5.546E-01	5.044E-01	5.485E-01	1133363	Schmallenberg virus
YP_010840622.1	16	YP_010840622.1	4jng-assembly1_B	3.332E-12	329	1.000	211	62.000	5.735E-01	5.447E-01	4.997E-01	5.352E-01	1133363	Schmallenberg virus
YP_010840622.1	17	YP_010840622.1	4idx-assembly4_C	1.370E-11	307	1.000	211	62.000	5.507E-01	5.399E-01	4.989E-01	5.337E-01	1133363	Schmallenberg virus
YP_010840622.1	18	YP_010840622.1	4idu-assembly5_D	2.360E-11	300	1.000	204	60.700	5.336E-01	5.519E-01	4.842E-01	5.189E-01	1133363	Schmallenberg virus
YP_010840622.1	19	YP_010840622.1	4idu-assembly4_C	9.017E-10	266	1.000	198	61.100	5.565E-01	5.370E-01	4.775E-01	5.207E-01	1133363	Schmallenberg virus
YP_010840622.1	20	YP_010840622.1	4idu-assembly2_A	5.334E-11	279	1.000	221	58.800	5.235E-01	5.123E-01	4.710E-01	4.976E-01	1133363	Schmallenberg virus
YP_009507868.1	1	YP_009507868.1	4v8a-assembly1_DO	4.368E+00	29	0.082	89	13.400	3.711E-01	3.576E-01	1.474E-01	3.050E-01	300852	Thermus thermophilus HB8
YP_009507868.1	2	YP_009507868.1	4v7w-assembly2_CO	8.057E+00	25	0.057	89	13.400	3.699E-01	3.549E-01	1.475E-01	3.037E-01	300852	Thermus thermophilus HB8
YP_009507868.1	3	YP_009507868.1	8buu-assembly1_o	8.922E+00	24	0.051	78	16.600	3.988E-01	3.387E-01	1.312E-01	2.725E-01	224308	Bacillus subtilis subsp. subtilis str. 168
YP_009507868.1	4	YP_009507868.1	5uq8-assembly1_o	9.880E+00	23	0.045	89	13.400	3.652E-01	3.487E-01	1.456E-01	2.982E-01	300852	Thermus thermophilus HB8
YP_009507868.1	5	YP_009507868.1	4v9k-assembly2_CO	9.389E+00	23	0.045	89	11.200	3.723E-01	3.181E-01	1.419E-01	2.874E-01	262724	Thermus thermophilus HB27
YP_009507868.1	6	YP_009507868.1	8xje-assembly3_C	8.478E+00	21	0.034	157	14.000	3.477E-01	2.690E-01	1.688E-01	2.433E-01	197	Campylobacter jejuni
YP_009507868.1	7	YP_009507868.1	6w2q-assembly1_A	7.275E+00	20	0.029	223	13.900	3.459E-01	2.276E-01	1.990E-01	2.219E-01	32630	synthetic construct
YP_009507868.1	8	YP_009507868.1	4y21-assembly1_A	7.656E+00	19	0.024	228	11.800	3.638E-01	2.088E-01	1.919E-01	1.156E-01	10116	Rattus norvegicus
YP_009507868.1	9	YP_009507868.1	8fl3-assembly1_NT	7.656E+00	19	0.024	224	13.300	3.508E-01	2.217E-01	1.725E-01	1.048E-01	9606	Homo sapiens
YP_009507868.1	10	YP_009507868.1	5u1s-assembly1_A	8.922E+00	19	0.024	209	13.800	3.552E-01	2.244E-01	1.691E-01	4.587E-02	559292	Saccharomyces cerevisiae S288C
YP_009507868.1	11	YP_009507868.1	8ipq-assembly2_C	4.597E+00	19	0.024	230	13.000	3.613E-01	1.596E-01	1.447E-01	7.927E-02	1772	Mycolicibacterium smegmatis
YP_009507868.1	12	YP_009507868.1	6frk-assembly1_u	9.389E+00	18	0.020	232	11.200	3.595E-01	2.053E-01	1.837E-01	1.953E-01	9615	Canis lupus familiaris
YP_009507868.1	13	YP_009507868.1	5m73-assembly1_C	8.922E+00	18	0.020	216	12.000	3.570E-01	1.994E-01	1.781E-01	1.978E-01	9606	Homo sapiens
YP_009507868.1	14	YP_009507868.1	5fu7-assembly1_A	9.389E+00	18	0.020	158	16.400	3.133E-01	2.534E-01	1.610E-01	8.677E-02	9606	Homo sapiens
YP_009507868.1	15	YP_009507868.1	4n9f-assembly9_x	8.478E+00	16	0.014	235	13.600	3.535E-01	1.699E-01	1.576E-01	1.342E-01	9606	Homo sapiens
YP_009507868.1	16	YP_009507868.1	5jxf-assembly4_C	9.880E+00	15	0.011	188	10.600	3.242E-01	1.778E-01	1.365E-01	6.380E-02	96345	Flavobacterium psychrophilum
YP_009507868.1	17	YP_009507868.1	4pw8-assembly2_G	8.922E+00	14	0.010	253	15.800	2.960E-01	1.614E-01	1.510E-01	1.374E-01	9606	Homo sapiens
YP_009880558.1	1	YP_009880558.1	8dgc-assembly1_H	4.901E-18	405	1.000	559	14.300	5.161E-01	5.171E-01	4.564E-01	4.545E-01	2744002	Escherichia phage PhiV-1
YP_009880558.1	2	YP_009880558.1	6z6d-assembly1_A	6.338E-13	245	1.000	564	13.200	4.266E-01	4.177E-01	3.808E-01	4.127E-01	37554	Byrnievirus HK97
YP_009880558.1	3	YP_009880558.1	4bij-assembly1_A	7.927E-10	197	1.000	496	10.800	4.693E-01	3.962E-01	3.343E-01	3.703E-01	10760	Escherichia phage T7
YP_009880558.1	4	YP_009880558.1	3cpe-assembly1_A	7.924E-17	292	1.000	563	14.300	4.448E-01	3.540E-01	3.273E-01	3.182E-01	10665	Tequatrovirus T4
YP_009880558.1	5	YP_009880558.1	4bil-assembly1_A	5.598E-10	193	1.000	490	11.600	4.504E-01	3.840E-01	3.270E-01	3.600E-01	10760	Escherichia phage T7
YP_009880558.1	6	YP_009880558.1	4iei-assembly1_A	1.369E-11	218	1.000	483	9.500	4.475E-01	3.826E-01	3.145E-01	3.641E-01	10761	Lederbergvirus Sf6
YP_009880558.1	7	YP_009880558.1	4ife-assembly1_A	2.486E-10	197	1.000	494	9.900	4.487E-01	3.773E-01	3.112E-01	3.696E-01	10761	Lederbergvirus Sf6
YP_009880558.1	8	YP_009880558.1	6m5v-assembly1_A	1.698E-12	214	1.000	534	13.200	3.949E-01	3.636E-01	3.083E-01	2.870E-01	10299	Human alphaherpesvirus 1 strain 17
YP_009880558.1	9	YP_009880558.1	6m5r-assembly1_A	3.240E-15	246	1.000	541	14.200	3.998E-01	3.342E-01	2.989E-01	2.561E-01	10299	Human alphaherpesvirus 1 strain 17
YP_009880558.1	10	YP_009880558.1	3c6a-assembly1_A	1.271E-05	179	1.000	207	12.000	5.341E-01	7.091E-01	2.744E-01	6.715E-01	50948	Escherichia phage RB49
YP_009880558.1	11	YP_009880558.1	6ey7-assembly3_C	2.022E-05	168	1.000	224	12.900	5.085E-01	6.927E-01	2.733E-01	5.977E-01	10360	Human herpesvirus 5 strain AD169
YP_009880558.1	12	YP_009880558.1	3n4q-assembly1_B	4.824E-05	153	1.000	219	10.500	4.805E-01	6.783E-01	2.721E-01	5.851E-01	10363	Human herpesvirus 5 strain Towne
YP_009880558.1	13	YP_009880558.1	4iox-assembly1_A	3.700E-07	197	1.000	231	16.800	4.753E-01	6.582E-01	2.701E-01	5.744E-01	10298	Human alphaherpesvirus 1
YP_009880558.1	14	YP_009880558.1	6ey7-assembly2_B	6.340E-06	174	1.000	225	12.800	4.869E-01	6.776E-01	2.699E-01	5.731E-01	10360	Human herpesvirus 5 strain AD169
YP_009880558.1	15	YP_009880558.1	6m5t-assembly1_A	1.428E-05	165	1.000	224	16.500	4.677E-01	6.990E-01	2.696E-01	5.358E-01	10299	Human alphaherpesvirus 1 strain 17
YP_009880558.1	16	YP_009880558.1	6ey7-assembly4_D	4.122E-04	135	1.000	224	12.000	5.031E-01	6.816E-01	2.647E-01	6.034E-01	10360	Human herpesvirus 5 strain AD169
YP_009880558.1	17	YP_009880558.1	3n4p-assembly1_B	2.142E-05	153	1.000	226	12.300	4.509E-01	6.549E-01	2.638E-01	5.527E-01	10363	Human herpesvirus 5 strain Towne
YP_009880558.1	18	YP_009880558.1	6ey7-assembly1_A	1.132E-05	166	1.000	226	12.300	4.886E-01	6.553E-01	2.617E-01	5.579E-01	10360	Human herpesvirus 5 strain AD169
YP_009880558.1	19	YP_009880558.1	3c6h-assembly2_B	1.800E-05	191	1.000	175	11.400	5.516E-01	8.137E-01	2.572E-01	6.719E-01	50948	Escherichia phage RB49
YP_009880558.1	20	YP_009880558.1	3c6h-assembly1_A	9.128E-05	172	1.000	175	12.500	5.481E-01	8.134E-01	2.560E-01	6.922E-01	50948	Escherichia phage RB49
YP_010740196.1	1	YP_010740196.1	4iqj-assembly1_A	1.493E-44	1647	1.000	1223	20.200	6.203E-01	7.585E-01	7.226E-01	6.970E-01	271	Thermus aquaticus
YP_010740196.1	2	YP_010740196.1	4iqj-assembly1_C	3.145E-46	1725	1.000	1190	21.300	6.263E-01	7.676E-01	7.225E-01	6.961E-01	271	Thermus aquaticus
YP_010740196.1	3	YP_010740196.1	4iqj-assembly1_D	1.185E-46	1719	1.000	1190	21.300	6.258E-01	7.496E-01	7.171E-01	6.804E-01	271	Thermus aquaticus
YP_010740196.1	4	YP_010740196.1	3e0d-assembly2_B	2.185E-48	1764	1.000	1224	20.800	6.152E-01	7.481E-01	7.133E-01	6.971E-01	271	Thermus aquaticus
YP_010740196.1	5	YP_010740196.1	2hpi-assembly1_A	1.990E-49	1816	1.000	1216	20.900	6.257E-01	7.483E-01	7.105E-01	6.976E-01	271	Thermus aquaticus
YP_010740196.1	6	YP_010740196.1	4iqj-assembly1_B	1.360E-45	1663	1.000	1186	20.200	6.114E-01	7.503E-01	7.074E-01	6.810E-01	271	Thermus aquaticus
YP_010740196.1	7	YP_010740196.1	7pu7-assembly1_A	3.738E-47	1637	1.000	1203	19.900	5.697E-01	7.309E-01	6.997E-01	7.296E-01	1773	Mycobacterium tuberculosis
YP_010740196.1	8	YP_010740196.1	5fku-assembly1_A	2.256E-41	1581	1.000	986	23.500	6.021E-01	8.302E-01	6.829E-01	6.668E-01	83333	Escherichia coli K-12
YP_010740196.1	9	YP_010740196.1	5lew-assembly1_A	1.872E-43	1687	1.000	995	22.600	6.306E-01	8.208E-01	6.823E-01	8.200E-01	83332	Mycobacterium tuberculosis H37Rv
YP_010740196.1	10	YP_010740196.1	5fkw-assembly1_A	2.380E-39	1511	1.000	991	23.300	6.089E-01	8.253E-01	6.785E-01	8.095E-01	83333	Escherichia coli K-12
YP_010740196.1	11	YP_010740196.1	5fkv-assembly1_A	1.513E-41	1451	1.000	1136	21.000	5.671E-01	7.367E-01	6.685E-01	6.552E-01	83333	Escherichia coli K-12
YP_010740196.1	12	YP_010740196.1	4jom-assembly1_A	1.791E-43	1607	1.000	996	23.700	6.114E-01	7.679E-01	6.312E-01	7.641E-01	83333	Escherichia coli K-12
YP_010740196.1	13	YP_010740196.1	3f2d-assembly1_A	2.481E-30	1100	1.000	1038	17.100	5.851E-01	7.481E-01	5.968E-01	6.677E-01	1462	Geobacillus kaustophilus
YP_010740196.1	14	YP_010740196.1	3f2b-assembly1_A	7.863E-30	1089	1.000	1027	16.700	5.885E-01	7.524E-01	5.923E-01	6.628E-01	1462	Geobacillus kaustophilus
YP_010740196.1	15	YP_010740196.1	4gx9-assembly2_B	1.685E-08	383	1.000	308	18.500	6.039E-01	8.657E-01	2.138E-01	7.203E-01	83333	Escherichia coli K-12
YP_010740196.1	16	YP_010740196.1	4gx8-assembly1_A	3.427E-08	370	1.000	308	19.100	5.983E-01	8.664E-01	2.089E-01	7.239E-01	83333	Escherichia coli K-12
YP_010740196.1	17	YP_010740196.1	4gx9-assembly1_A	3.744E-08	357	1.000	311	18.600	5.842E-01	8.313E-01	2.077E-01	7.001E-01	83333	Escherichia coli K-12
YP_010740196.1	18	YP_010740196.1	7ug9-assembly1_A	3.506E-03	130	1.000	249	13.200	3.901E-01	6.703E-01	1.315E-01	5.914E-01	562	Escherichia coli
YP_010740196.1	19	YP_010740196.1	9etk-assembly1_A	7.131E-03	97	0.999	308	12.600	3.468E-01	4.845E-01	1.208E-01	4.258E-01	666	Vibrio cholerae
YP_010740196.1	20	YP_010740196.1	3e0f-assembly1_A	1.017E-02	88	0.995	349	13.100	3.453E-01	4.297E-01	1.183E-01	4.109E-01	367928	Bifidobacterium adolescentis ATCC 15703
YP_007007184.1	1	YP_007007184.1	7f8x-assembly1_A	3.763E-04	140	1.000	220	18.100	5.160E-01	6.197E-01	4.069E-01	2.824E-01	9606	Homo sapiens
YP_007007184.1	2	YP_007007184.1	1g0q-assembly1_A	4.511E-05	197	1.000	171	19.800	6.045E-01	7.806E-01	4.051E-01	7.069E-01	10665	Tequatrovirus T4
YP_007007184.1	3	YP_007007184.1	1l73-assembly1_A	1.158E-05	211	1.000	172	20.300	5.988E-01	7.641E-01	4.048E-01	7.092E-01	10665	Tequatrovirus T4
YP_007007184.1	4	YP_007007184.1	1l40-assembly1_A	2.619E-05	200	1.000	171	18.100	5.929E-01	7.668E-01	4.028E-01	6.993E-01	10665	Tequatrovirus T4
YP_007007184.1	5	YP_007007184.1	150l-assembly3_C	8.664E-05	185	1.000	175	23.400	5.919E-01	7.626E-01	4.026E-01	7.076E-01	10665	Tequatrovirus T4
YP_007007184.1	6	YP_007007184.1	1qs9-assembly1_A	2.619E-05	200	1.000	171	19.200	5.923E-01	7.656E-01	4.024E-01	7.061E-01	10665	Tequatrovirus T4
YP_007007184.1	7	YP_007007184.1	1epy-assembly1_A	1.223E-05	209	1.000	171	18.100	5.907E-01	7.649E-01	4.022E-01	7.055E-01	10665	Tequatrovirus T4
YP_007007184.1	8	YP_007007184.1	1l79-assembly1_A	1.414E-04	177	1.000	171	18.100	5.814E-01	7.641E-01	4.020E-01	7.048E-01	10665	Tequatrovirus T4
YP_007007184.1	9	YP_007007184.1	1qug-assembly1_A	2.765E-05	199	1.000	172	19.100	5.905E-01	7.650E-01	4.014E-01	7.054E-01	10665	Tequatrovirus T4
YP_007007184.1	10	YP_007007184.1	210l-assembly1_A	2.571E-04	170	1.000	170	19.400	5.816E-01	7.646E-01	4.009E-01	7.053E-01	10665	Tequatrovirus T4
YP_007007184.1	11	YP_007007184.1	6kk7-assembly1_A	3.629E-05	157	1.000	253	17.300	5.054E-01	5.723E-01	4.007E-01	2.903E-01	9606	Homo sapiens
YP_007007184.1	12	YP_007007184.1	1l50-assembly1_A	4.763E-05	195	1.000	171	21.600	6.050E-01	7.674E-01	4.003E-01	6.958E-01	10665	Tequatrovirus T4
YP_007007184.1	13	YP_007007184.1	198l-assembly1_A	1.077E-04	183	1.000	174	18.900	5.990E-01	7.582E-01	4.000E-01	7.033E-01	10665	Tequatrovirus T4
YP_007007184.1	14	YP_007007184.1	1c65-assembly1_A	5.030E-05	192	1.000	174	18.900	5.961E-01	7.578E-01	3.999E-01	7.030E-01	10665	Tequatrovirus T4
YP_007007184.1	15	YP_007007184.1	145l-assembly1_A	6.601E-05	185	1.000	173	20.800	5.792E-01	7.526E-01	3.996E-01	6.988E-01	10665	Tequatrovirus T4
YP_007007184.1	16	YP_007007184.1	137l-assembly2_B	1.520E-05	207	1.000	173	21.900	5.905E-01	7.675E-01	3.994E-01	6.988E-01	10665	Tequatrovirus T4
YP_007007184.1	17	YP_007007184.1	1l95-assembly1_A	6.601E-05	188	1.000	174	18.900	5.927E-01	7.564E-01	3.994E-01	7.016E-01	10665	Tequatrovirus T4
YP_007007184.1	18	YP_007007184.1	137l-assembly1_A	7.360E-05	187	1.000	172	19.100	5.922E-01	7.588E-01	3.993E-01	7.000E-01	10665	Tequatrovirus T4
YP_007007184.1	19	YP_007007184.1	164l-assembly1_A	1.664E-04	175	1.000	171	20.400	5.854E-01	7.570E-01	3.993E-01	6.984E-01	10665	Tequatrovirus T4
YP_007007184.1	20	YP_007007184.1	1owz-assembly1_A	2.867E-04	169	1.000	173	19.000	5.924E-01	7.527E-01	3.992E-01	6.983E-01	10665	Tequatrovirus T4
YP_009664552.1	1	YP_009664552.1	3k33-assembly1_A-2	6.559E+00	35	0.138	118	13.500	4.513E-01	4.480E-01	1.947E-01	4.014E-01	10678	Punavirus P1
YP_009664552.1	2	YP_009664552.1	4lle-assembly2_D	8.331E+00	29	0.082	111	7.200	4.616E-01	3.506E-01	1.539E-01	3.164E-01	208964	Pseudomonas aeruginosa PAO1
YP_009664552.1	3	YP_009664552.1	7zvi-assembly1_A-2	8.331E+00	27	0.069	115	8.600	4.197E-01	3.384E-01	1.512E-01	1.792E-01	1280	Staphylococcus aureus
YP_009664552.1	4	YP_009664552.1	7a6r-assembly1_A	5.164E+00	27	0.069	149	13.400	3.910E-01	2.642E-01	1.441E-01	1.773E-01	9606	Homo sapiens
YP_009664552.1	5	YP_009664552.1	6hep-assembly2_D	3.357E+00	27	0.069	142	14.000	3.528E-01	2.440E-01	1.329E-01	1.698E-01	9606	Homo sapiens
YP_009664552.1	6	YP_009664552.1	6gn8-assembly1_B	5.960E+00	25	0.057	138	10.800	3.896E-01	2.621E-01	1.432E-01	1.805E-01	9606	Homo sapiens
YP_009664552.1	7	YP_009664552.1	6gn0-assembly2_D	5.682E+00	24	0.051	150	11.300	3.811E-01	2.347E-01	1.341E-01	1.629E-01	9606	Homo sapiens
YP_009664552.1	8	YP_009664552.1	5yqg-assembly1_A	8.331E+00	23	0.045	140	10.700	3.883E-01	2.509E-01	1.391E-01	1.721E-01	10090	Mus musculus
YP_009664552.1	9	YP_009664552.1	3uux-assembly1_A	6.880E+00	23	0.045	143	8.300	3.740E-01	2.501E-01	1.260E-01	2.490E-01	559292	Saccharomyces cerevisiae S288C
YP_009664552.1	10	YP_009664552.1	1rtx-assembly1_A	9.167E+00	23	0.045	105	13.300	3.592E-01	2.995E-01	1.049E-01	2.367E-01	1148	Synechocystis sp. PCC 6803
YP_009664552.1	11	YP_009664552.1	8btq-assembly1_A-2	3.875E+00	22	0.040	267	12.300	3.243E-01	1.893E-01	1.591E-01	1.821E-01	9606	Homo sapiens
