protein_accession	length	esmfold_status	pdb_path
YP_010109674.1	346	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010109674.1.pdb
YP_004009584.1	120	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004009584.1.pdb
YP_010509860.1	169	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010509860.1.pdb
YP_010655526.1	317	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010655526.1.pdb
YP_009621505.1	115	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009621505.1.pdb
YP_009223935.1	148	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009223935.1.pdb
YP_009856339.1	285	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009856339.1.pdb
YP_009595777.1	107	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009595777.1.pdb
YP_009821892.1	95	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009821892.1.pdb
YP_009607569.1	325	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009607569.1.pdb
YP_005098117.1	96	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_005098117.1.pdb
YP_009211023.1	154	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009211023.1.pdb
YP_010747503.1	162	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747503.1.pdb
YP_009666184.1	141	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666184.1.pdb
YP_009791876.1	1191	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791876.1.pdb
YP_007010632.1	181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007010632.1.pdb
YP_008410903.1	323	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008410903.1.pdb
YP_009908077.1	71	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009908077.1.pdb
YP_009098383.1	134	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009098383.1.pdb
YP_010582300.1	79	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582300.1.pdb
YP_009903169.1	160	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903169.1.pdb
YP_010653813.1	235	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653813.1.pdb
YP_009237256.1	667	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009237256.1.pdb
YP_009044395.1	848	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009044395.1.pdb
YP_010839602.1	1434	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839602.1.pdb
YP_224071.2	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_224071.2.pdb
YP_010747707.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747707.1.pdb
YP_010746472.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746472.1.pdb
YP_009666878.1	1400	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666878.1.pdb
YP_010839606.1	1430	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839606.1.pdb
YP_010801705.1	249	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010801705.1.pdb
YP_010080439.1	666	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010080439.1.pdb
YP_009113179.1	676	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009113179.1.pdb
YP_007349017.1	602	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007349017.1.pdb
YP_010799395.1	639	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010799395.1.pdb
YP_010840626.1	1463	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840626.1.pdb
YP_010084526.1	465	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084526.1.pdb
YP_010840090.1	612	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840090.1.pdb
NP_044906.3	460	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_044906.3.pdb
YP_010745870.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010745870.1.pdb
YP_009388513.1	890	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009388513.1.pdb
YP_009551849.1	379	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009551849.1.pdb
YP_010746740.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746740.1.pdb
YP_010840076.1	661	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840076.1.pdb
YP_010084468.1	834	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084468.1.pdb
YP_010659925.1	635	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010659925.1.pdb
YP_010112095.1	307	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010112095.1.pdb
YP_010839445.1	1437	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839445.1.pdb
YP_009666937.1	1446	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666937.1.pdb
YP_010582402.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582402.1.pdb
YP_010840717.1	1428	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840717.1.pdb
YP_009337441.1	1229	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337441.1.pdb
YP_008709777.1	1371	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008709777.1.pdb
YP_010747412.1	220	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747412.1.pdb
YP_010084479.1	774	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084479.1.pdb
YP_009118412.1	739	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009118412.1.pdb
YP_010839410.1	1441	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839410.1.pdb
YP_010840679.1	1461	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840679.1.pdb
YP_010582526.1	680	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582526.1.pdb
YP_008239742.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008239742.1.pdb
YP_010839572.1	1437	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839572.1.pdb
YP_010840908.1	1387	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840908.1.pdb
YP_009666932.1	1461	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666932.1.pdb
YP_009337011.1	527	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337011.1.pdb
YP_009616011.1	729	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009616011.1.pdb
YP_010840687.1	1442	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840687.1.pdb
YP_004327590.1	645	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004327590.1.pdb
YP_009666918.1	1433	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666918.1.pdb
YP_010839480.1	1462	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839480.1.pdb
YP_010085066.1	1419	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085066.1.pdb
YP_006590070.1	1404	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006590070.1.pdb
YP_009512926.1	1417	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009512926.1.pdb
YP_009886974.1	496	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886974.1.pdb
YP_010012543.1	432	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012543.1.pdb
YP_009703707.1	419	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703707.1.pdb
NP_858978.1	332	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_858978.1.pdb
YP_009880971.1	496	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009880971.1.pdb
YP_010680566.1	300	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680566.1.pdb
YP_453588.1	288	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_453588.1.pdb
YP_009277060.1	311	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009277060.1.pdb
YP_009703552.1	419	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703552.1.pdb
YP_009881499.1	496	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009881499.1.pdb
YP_010114782.1	425	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010114782.1.pdb
YP_009886230.1	496	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886230.1.pdb
YP_009885193.1	335	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009885193.1.pdb
YP_009145685.1	366	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009145685.1.pdb
YP_008408743.1	432	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008408743.1.pdb
YP_009882264.1	152	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009882264.1.pdb
YP_010681548.1	434	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681548.1.pdb
YP_009796514.1	473	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796514.1.pdb
YP_001285700.1	293	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001285700.1.pdb
YP_010680317.1	303	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680317.1.pdb
YP_009277122.1	340	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009277122.1.pdb
YP_010681049.1	301	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681049.1.pdb
YP_009100062.1	181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009100062.1.pdb
YP_010105485.1	424	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010105485.1.pdb
YP_009881552.1	151	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009881552.1.pdb
YP_009885331.1	151	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009885331.1.pdb
YP_010100979.1	426	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010100979.1.pdb
YP_009606890.1	366	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009606890.1.pdb
YP_008873424.1	300	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008873424.1.pdb
YP_006489077.1	502	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006489077.1.pdb
YP_003857216.1	425	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_003857216.1.pdb
YP_007002873.1	317	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007002873.1.pdb
YP_009822431.1	473	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009822431.1.pdb
YP_009886783.1	335	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886783.1.pdb
YP_009880779.1	335	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009880779.1.pdb
YP_006489176.1	151	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006489176.1.pdb
YP_009324641.1	367	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324641.1.pdb
YP_009177293.1	366	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009177293.1.pdb
YP_009880920.1	151	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009880920.1.pdb
YP_010080467.1	197	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010080467.1.pdb
YP_009881441.1	335	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009881441.1.pdb
YP_009100063.1	217	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009100063.1.pdb
YP_010681283.1	437	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681283.1.pdb
YP_009204993.1	366	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009204993.1.pdb
YP_009886036.1	335	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886036.1.pdb
YP_009886476.1	496	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886476.1.pdb
YP_009886177.1	151	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886177.1.pdb
YP_010681286.1	300	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681286.1.pdb
YP_009833060.1	461	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009833060.1.pdb
YP_010012672.1	432	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012672.1.pdb
YP_009844347.1	166	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009844347.1.pdb
YP_010676172.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010676172.1.pdb
YP_009838287.1	316	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009838287.1.pdb
YP_009880931.1	1030	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009880931.1.pdb
YP_009324889.1	2146	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324889.1.pdb
YP_009219525.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009219525.1.pdb
YP_010681513.1	163	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681513.1.pdb
YP_010667570.1	503	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010667570.1.pdb
YP_007349007.1	590	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007349007.1.pdb
YP_010001120.1	110	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010001120.1.pdb
YP_009606701.1	360	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009606701.1.pdb
YP_009616006.1	593	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009616006.1.pdb
YP_004010302.1	334	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004010302.1.pdb
YP_009616102.1	126	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009616102.1.pdb
YP_008433403.1	315	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008433403.1.pdb
YP_009886933.1	334	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886933.1.pdb
YP_009822437.1	185	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009822437.1.pdb
YP_009850423.1	385	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009850423.1.pdb
YP_009884665.1	322	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009884665.1.pdb
YP_009889829.1	363	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009889829.1.pdb
YP_010653413.1	110	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653413.1.pdb
YP_009883563.1	267	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009883563.1.pdb
YP_009618724.1	138	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009618724.1.pdb
YP_008531998.1	185	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008531998.1.pdb
YP_009836865.1	385	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009836865.1.pdb
YP_009889851.1	381	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009889851.1.pdb
YP_010653547.1	101	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653547.1.pdb
YP_009600270.1	325	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009600270.1.pdb
YP_009880962.1	132	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009880962.1.pdb
YP_002922863.1	284	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002922863.1.pdb
YP_009880933.1	288	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009880933.1.pdb
YP_009851111.1	253	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009851111.1.pdb
YP_009845677.1	126	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009845677.1.pdb
YP_009789511.1	487	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009789511.1.pdb
YP_007673842.1	232	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007673842.1.pdb
YP_009606702.1	214	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009606702.1.pdb
YP_009844538.1	553	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009844538.1.pdb
YP_009798888.1	593	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009798888.1.pdb
YP_010653768.1	102	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653768.1.pdb
YP_009886967.1	527	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886967.1.pdb
YP_004010305.1	218	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004010305.1.pdb
YP_009836905.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009836905.1.pdb
YP_004009833.1	385	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004009833.1.pdb
YP_010052616.1	89	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010052616.1.pdb
YP_002456087.1	214	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002456087.1.pdb
YP_009881505.1	182	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009881505.1.pdb
YP_009145703.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009145703.1.pdb
YP_007349114.1	253	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007349114.1.pdb
YP_009837623.1	319	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837623.1.pdb
YP_004327041.1	138	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004327041.1.pdb
YP_010740068.1	341	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010740068.1.pdb
YP_009607592.1	486	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009607592.1.pdb
